sentence,label
"['daphne', 'buff', 'fred', 'thinks', 'tough', 'velma', 'wow', 'lost', 'weight']",0
"['definition', 'small', 'movie', 'good', 'stepping', 'stone', 'director', 'sprecher']",1
"['like', 'every', 'bad', 'idea', 'ever', 'gone', 'school', 'special', 'compiled', 'one', 'place', 'minus', 'daytime', 'programs', 'slickness', 'sophistication', 'knew', 'even']",0
"['chilling', 'well', 'acted', 'finely', 'directed', 'david', 'jacobson', 'dahmer']",1
"['ca', 'nt', 'decide', 'wants', 'mysterythriller', 'romance', 'comedy']",0
"['paid', 'full', 'stale', 'fact', 'vibrant', 'scene', 'one', 'uses', 'clips', 'brian', 'de', 'palma', 'scarface']",0
"['coda', 'every', 'sense', 'pinochet', 'case', 'splits', 'time', 'minute', 'minute', 'account', 'british', 'court', 'extradition', 'chess', 'game', 'regime', 'talking', 'head', 'survivors']",1
"['played', 'straight', 'faced', 'fashion', 'little', 'humor', 'lighten', 'things']",0
"['dumb', 'movie', 'dumb', 'characters', 'dumb', 'things', 'really', 'dumb', 'see', 'going']",0
"['virtually', 'interesting', 'elements', 'audience', 'focus', 'chelsea', 'walls', 'triple', 'espresso', 'endurance', 'challenge']",0
"['dense', 'characters', 'contains', 'thrilling', 'moments']",1
"['unseemly', 'title', 'suggests']",1
"['like', 'watching', 'nightmare', 'made', 'flesh']",0
"['minority', 'report', 'exactly', 'title', 'indicates', 'report']",1
"['hard', 'like', 'film', 'guy', 'utterly', 'unlikeable', 'shiner', 'starring', 'michael', 'caine', 'aging', 'british', 'boxing', 'promoter', 'desperate', 'taste', 'fame', 'fortune', 'certainly']",0
"['entertaining', 'colorful', 'action', 'filled', 'crime', 'story', 'intimate', 'heart']",1
"['reason', 'reason', 'power', 'steadfast', 'hoity', 'toity', 'convictions', 'chelsea', 'walls', 'deserves', 'medal']",1
"['may', 'inspire', 'younger', 'moviegoers', 'read', 'stevenson', 'book', 'treasure']",1
"['basically', 'static', 'series', 'semi', 'improvised', 'semi', 'coherent', 'raps', 'stars']",0
"['bourne', 'identity', 'return', 'traditional', 'action', 'genre']",1
"['good', 'relentless', 'polished', 'wit', 'withstand', 'inept', 'school', 'productions', 'even', 'oliver', 'parker', 'movie', 'adaptation']",1
"['chokes', 'depiction', 'upper', 'crust', 'decorum']",0
"['something', 'intrinsically', 'funny', 'sir', 'anthony', 'hopkins', 'saying', 'get', 'car', 'bitch', 'jerry', 'bruckheimer', 'production', 'little', 'else', 'offer']",1
"['rewarding', 'work', 'art', 'patient', 'challenge', 'hungry', 'moviegoers']",1
"['directed', 'paint', 'numbers', 'manner']",0
"['exploits', 'substantial', 'collective', 'fear', 'nuclear', 'holocaust', 'generate', 'cheap', 'hollywood', 'tension']",0
"['best', 'queen', 'campy', 'fun', 'like', 'vincent', 'price', 'horror', 'classics', '60s']",1
"['much', 'emotional', 'journey', 'shyamalan', 'given', 'us', 'past', 'two', 'movies', 'gibson', 'stepping', 'bruce', 'willis', 'perfect', 'actor', 'take', 'us', 'trip']",1
"['quality', 'art', 'combined', 'humor', 'intelligence', 'script', 'allow', 'filmmakers', 'present', 'biblical', 'message', 'forgiveness', 'without', 'ever', 'becoming', 'preachy', 'syrupy']",1
['cool'],1
"['deliriously', 'funny', 'fast', 'loose', 'accessible', 'uninitiated', 'full', 'surprises']",1
"['even', 'green', 'mohawk', 'sheet', 'fire', 'red', 'flame', 'tattoos', 'covering', 'shoulder', 'however', 'kilmer', 'seems', 'posing', 'rather', 'acting']",0
"['story', 'friendship', 'proceeds', 'way', 'watching', 'soap', 'opera', 'rather', 'chronicle', 'ups', 'downs', 'accompany', 'lifelong', 'friendships']",0
"['time', 'half', 'called', 'real', 'movies', 'little', 'live', 'action', 'cartoons', 'refreshing', 'see', 'cartoon', 'knows', 'knows', 'form', 'history']",1
"['old', 'world', 'meets', 'new', 'mesh', 'incarnated', 'movie', 'soundtrack', 'joyful', 'effusion', 'disco', 'bollywood', 'end', 'monsoon', 'wedding', 'sent', 'spirit', 'soaring', 'theater']",1
"['jones', 'offer', 'brutal', 'form', 'charisma']",1
"['well', 'thorn', 'vinegar', 'simple', 'humanity', 'long', 'plundered', 'similar', 'works', 'featuring', 'insight', 'punch', 'picture', 'conspicuously', 'lacks']",0
"['travels', 'fascinating', 'arc', 'hope', 'euphoria', 'reality', 'disillusionment']",1
"['serving', 'sara', 'nt', 'serve', 'whole', 'lot', 'laughs']",0
"['sort', 'film', 'makes', 'miss', 'hitchcock', 'also', 'feel', 'optimistic', 'hope', 'popular', 'cinema', 'yet']",1
"['fun', 'flip', 'terribly', 'hip', 'bit', 'cinematic', 'entertainment']",1
"['potion', 'gives', 'quickly', 'named', 'blossom', 'bubbles', 'buttercup', 'supernatural', 'powers', 'include', 'extraordinary', 'strength', 'laser', 'beam', 'eyes', 'unfortunately', 'nt', 'enable', 'discern', 'flimsy', 'screenplays']",0
"['wild', 'thornberrys', 'movie', 'jolly', 'surprise']",1
"['entertains', 'providing', 'good', 'lively', 'company']",1
"['densely', 'constructed', 'highly', 'referential', 'film', 'audacious', 'return', 'form', 'comfortably', 'sit', 'among', 'jean', 'luc', 'godard', 'finest', 'work']",1
"['original', 'co', 'opted', 'frequently', 'seems', 'pedestrian']",0
"['story', 'structure', 'well', 'honed']",1
"['macdowell', 'whose', 'wifty', 'southern', 'charm', 'anchored', 'lighter', 'affairs', 'brings', 'absolutely', 'riveting', 'conviction', 'role']",1
"['intriguing', 'cinematic', 'omnibus', 'round', 'robin', 'occasionally', 'interesting', 'concept', 'execution']",1
"['second', 'coming', 'harry', 'potter', 'film', 'far', 'superior', 'predecessor']",1
"['stomach', 'rough', 'content', 'worth', 'checking', 'performances', 'alone']",1
"['warm', 'funny', 'engaging', 'film']",1
"['bet', 'video', 'game', 'lot', 'fun', 'film']",0
"['best', 'film', 'baseball', 'hit', 'theaters', 'since', 'field', 'dreams']",1
"['great', 'summer', 'fun', 'watch', 'arnold', 'buddy', 'gerald', 'bounce', 'quirky', 'cast', 'characters']",1
"['complete', 'lack', 'originality', 'cleverness', 'even', 'visible', 'effort']",0
"['awesome', 'creatures', 'breathtaking', 'scenery', 'epic', 'battle', 'scenes', 'add', 'another', 'spectacular', 'spectacle']",1
"['film', 'enjoyable', 'frankly', 'told', 'tale', 'people', 'live', 'among', 'us', 'necessarily', 'us']",1
"['hit', 'miss', 'far', 'comedy', 'goes', 'big', 'ole', 'miss', 'way', 'story']",0
"['much', 'feels', 'unfocused', 'underdeveloped']",0
"['deep', 'meaningful', 'film']",1
"['could', 'worse']",0
"['pure', 'pr', 'hype']",0
"['painfully', 'funny', 'ode', 'bad', 'behavior']",1
"['gasp', 'appalled', 'laugh', 'outraged', 'possibly', 'watching', 'spectacle', 'promising', 'young', 'lad', 'treading', 'desperately', 'nasty', 'sea', 'shed', 'errant', 'tear']",1
"['liotta', 'put', 'pounds', 'role', 'completely', 'transformed', 'smooth', 'goodfellas', 'image']",1
"['beguiling', 'splash', 'pastel', 'colors', 'prankish', 'comedy', 'disney']",1
"['proves', 'quite', 'compelling', 'intense', 'brooding', 'character', 'study']",1
"['unwise', 'amalgam', 'broadcast', 'news', 'vibes']",0
"['utterly', 'lacking', 'charm', 'wit', 'invention', 'roberto', 'benigni', 'pinocchio', 'astonishingly', 'bad', 'film']",0
"['leaves', 'hole', 'center', 'salton', 'sea']",0
"['chateau', 'cleverly', 'probes', 'cross', 'cultural', 'differences', 'gauls', 'yanks']",1
"['broomfield', 'turns', 'distinctive', 'blundering', 'style', 'something', 'could', 'really', 'help', 'clear', 'case']",1
"['pleasant', 'enough', 'romance', 'intellectual', 'underpinnings', 'kind', 'movie', 'entertains', 'even', 'turns', 'maddeningly', 'predictable']",1
"['really', 'makes', 'special', 'pulls', 'us', 'world', 'gives', 'us', 'hero', 'whose', 'suffering', 'triumphs', 'share', 'surrounds', 'interesting', 'characters', 'sends', 'us', 'theater', 'feeling', 'shared', 'great', 'adventure']",1
"['exception', 'fleetingly', 'amusing', 'improvisations', 'cedric', 'entertainer', 'perry', 'boss', 'nt', 'redeeming', 'moment']",0
"['good', 'sense', 'cast', 'actors', 'generally', 'speaking', 'adored', 'movie', 'going', 'public', 'khouri', 'gets', 'terrific', 'performances']",1
"['boring', 'parade', 'talking', 'heads', 'technical', 'gibberish', 'little', 'advance', 'linux', 'cause']",0
"['quality', 'lesser', 'harrison', 'ford', 'movie', 'six', 'days', 'seven', 'nights', 'maybe', 'dreadful', 'sabrina', 'remake']",0
"['enjoy', 'thoughtful', 'comedies', 'interesting', 'conflicted', 'characters', 'one']",1
"['hopelessly', 'monotonous', 'film', 'year', 'noteworthy', 'gimmick', 'filmed', 'single', 'unbroken', 'minute', 'take']",0
"['deserves', 'seen', 'anyone', 'even', 'passing', 'interest', 'events', 'shaping', 'world', 'beyond', 'horizons']",1
"['effort', 'suspect', 'offend', 'appearing', 'either', 'serious', 'lighthearted', 'offends', 'wishy', 'washy']",0
"['way', 'believe', 'load', 'junk']",0
"['fabric', 'complex', 'ideas', 'feelings', 'profoundly', 'deepen']",1
"['tenth', 'feature', 'big', 'deal', 'indeed', 'least', 'third', 'best', 'maybe', 'even', 'notch', 'previous', 'runner', 'nicholas', 'meyer', 'star', 'trek', 'vi', 'undiscovered', 'country']",1
"['unfunny', 'downright', 'repellent']",0
"['works', 'hard', 'establish', 'rounded', 'characters', 'nothing', 'fresh', 'particularly', 'interesting', 'say']",0
"['one', 'bad', 'idea', 'another']",0
"['turns', 'unforgivably', 'trite', 'last', 'minutes', 'anyone', 'without', 'fortified', 'sweet', 'tooth', 'likely', 'go', 'sugar', 'shock']",0
"['comedy', 'premises', 'often', 'hackneyed', 'plain', 'crude', 'calculated', 'provoke', 'shocked', 'laughter', 'without', 'following', 'deeper', 'level']",0
"['næs', 'directed', 'stage', 'version', 'elling', 'gets', 'fine', 'performances', 'two', 'leads', 'originated', 'characters', 'stage']",1
"['swashbuckling', 'tale', 'love', 'betrayal', 'revenge', 'faith']",1
"['movie', 'lovers', 'well', 'opera', 'lovers', 'tosca', 'real', 'treat']",1
"['film', 'quiet', 'threatening', 'unforgettable']",1
"['pleasure', 'watching', 'child', 'suffer']",0
"['jason', 'positively', 'anti', 'darwinian', 'nine', 'sequels', 'years', 'later', 'teens', 'none', 'wiser', 'jason', 'still', 'kills', 'auto', 'pilot']",0
"['stealing', 'harvard', 'aspires', 'comedic', 'grand', 'larceny', 'stands', 'convicted', 'nothing', 'petty', 'theft', 'time']",0
"['oes', 'nt', 'bother', 'cloying', 'preachy', 'equivalent', 'evangelical', 'christian', 'movies', 'maybe', 'filmmakers', 'know', 'likely', 'audience', 'already', 'among', 'faithful']",1
"['displaying', 'equal', 'amounts', 'naiveté', 'passion', 'talent', 'beneath', 'clouds', 'establishes', 'sen', 'filmmaker', 'considerable', 'potential']",1
"['easily', 'choice', 'one', 'year', 'best', 'films']",1
"['long', 'movie', 'dull', 'stretches', 'entirely', 'much', 'focus', 'meal', 'preparation', 'igloo', 'construction']",0
"['first', 'time', 'director', 'paxton', 'tapped', 'something', 'actor', 'provides', 'frailty', 'dark', 'soul']",1
"['grab', 'bag', 'genres', 'nt', 'add', 'whole', 'lot', 'sense']",0
"['instead', 'hiding', 'pinocchio', 'critics', 'miramax', 'hidden', 'everyone']",0
"['portentous', 'pretentious', 'weight', 'water', 'appropriately', 'titled', 'given', 'heavy', 'handedness', 'drama']",0
"['altogether', 'successful', 'film', 'time', 'touching', 'reconsideration', 'familiar', 'masterpiece']",1
"['always', 'something', 'likable', 'marquis', 'de', 'sade']",1
"['humor', 'forced', 'heavy', 'handed', 'occasionally', 'simply', 'unpleasant']",0
"['without', 'ever', 'becoming', 'didactic', 'director', 'carlos', 'carrera', 'expertly', 'weaves', 'novelistic', 'story', 'entangled', 'interrelationships', 'complex', 'morality']",1
"['partway', 'watching', 'saccharine', 'easter', 'egg', 'colored', 'concoction', 'realize', 'made', 'three', 'episodes', 'rejected', 'tv', 'show']",0
"['part', 'work', 'incendiary', 'genius', 'steering', 'clear', 'knee', 'jerk', 'reactions', 'quick', 'solutions']",1
"['special', 'effects', 'many', 'scenes', 'weightlessness', 'look', 'good', 'better', 'original', 'oscar', 'winning', 'sound', 'james', 'horner', 'rousing', 'score', 'make', 'good', 'use', 'hefty', 'audio', 'system']",1
"['since', 'freddy', 'got', 'fingered', 'major', 'release', 'painful', 'sit']",0
"['movie', 'happens', 'blow', 'small', 'potatoes', 'times', 'natural', 'size', 'ai', 'nt', 'pretty']",0
"['nt', 'seen', 'hilarity', 'since', 'say', 'nt']",1
"['call', 'side', 'heaven', 'appalling', 'would', 'underestimate', 'dangerous', 'entertainments', 'like']",0
"['nothing', 'sacred', 'gut', 'buster']",0
"['feels', 'haphazard', 'writers', 'mistakenly', 'thought', 'could', 'achieve', 'air', 'frantic', 'spontaneity', 'simply', 'tossing', 'lots', 'characters', 'silly', 'stuff', 'stirring', 'pot']",0
"['tries', 'add', 'spice', 'quirky', 'sentiments', 'taste', 'familiar']",0
"['worst', 'implodes', 'series', 'bad', 'special', 'effects']",0
"['tightly', 'organized', 'efficiency', 'numerous', 'flashbacks', 'constant', 'edge', 'tension', 'miller', 'film', 'one', 'involvingly', 'adult', 'surprises']",1
"['great', 'ensemble', 'cast', 'ca', 'nt', 'lift', 'heartfelt', 'enterprise', 'familiar']",0
"['warm', 'realistic', 'meditation', 'friendship', 'family', 'affection']",1
"['times', 'suspense', 'palpable', 'end', 'sense', 'crux', 'mystery', 'hinges', 'technicality', 'strains', 'credulity', 'leaves', 'viewer', 'haunted', 'waste', 'potential']",0
"['resident', 'evil', 'games', 'may', 'set', 'new', 'standards', 'thrills', 'suspense', 'gore', 'video', 'games', 'movie', 'really', 'succeeds', 'third']",0
"['remarkably', 'solid', 'subtly', 'satirical', 'tour', 'de', 'force']",1
"['director', 'andrew', 'niccol', 'demonstrates', 'wry', 'understanding', 'quirks', 'fame']",1
"['leguizamo', 'finally', 'plugged', 'irritating', 'character', 'late', 'movie']",0
"['thekids', 'probably', 'stay', 'amused', 'kaleidoscope', 'big', 'colorful', 'characters']",1
"['mattei', 'tiresomely', 'grave', 'long', 'winded', 'circularity', 'indicated', 'profundity']",0
"['plays', 'like', 'somebody', 'spliced', 'random', 'moments', 'chris', 'rock', 'routine', 'otherwise', 'cliche', 'riddled', 'self', 'serious', 'spy', 'thriller']",0
"['overemphatic', 'would', 'wacky', 'ultimately', 'tedious', 'sex', 'farce']",0
"['adds', 'good', 'fun']",1
"['whether', 'writer', 'director', 'anne', 'fontaine', 'film', 'ghost', 'story', 'account', 'nervous', 'breakdown', 'trip', 'memory', 'lane', 'three', 'none', 'seductive', 'haunting']",1
"['another', 'face', 'wallow', 'lower', 'depths', 'made', 'people', 'never', 'sung', 'blues']",0
"['well', 'made', 'funny', 'entertaining', 'picture']",1
"['worth', 'seeing', 'basis', 'wisdom', 'times', 'startling', 'optimism', 'children']",1
"['despite', 'title', 'punch', 'drunk', 'love', 'never', 'heavy', 'handed']",1
"['director', 'michael', 'dowse', 'superficially', 'understands', 'characters', 'nt', 'hold', 'contempt']",0
"['refreshing', 'see', 'girl', 'power', 'movie', 'nt', 'feel', 'prove', 'anything']",1
"['film', 'may', 'appear', 'naked', 'narrative', 'form', 'goes', 'deeper', 'fundamental', 'choices', 'include', 'complexity', 'catholic', 'doctrine']",1
"['however', 'may', 'please', 'love', 'movies', 'blare', 'pop', 'songs', 'young', 'science', 'fiction', 'fans', 'stomp', 'away', 'disgust']",0
"['vulgar', 'banal']",0
"['zhang', 'done', 'amazing', 'job', 'getting', 'realistic', 'performances', 'mainly', 'nonprofessional', 'cast']",1
"['outer', 'space', 'buffs', 'might', 'love', 'film', 'others', 'find', 'pleasures', 'intermittent']",0
"['maud', 'roland', 'search', 'unknowable', 'past', 'makes', 'haunting', 'literary', 'detective', 'story', 'labute', 'pulls', 'neater', 'trick', 'possession', 'makes', 'language', 'sexy']",1
"['whiny', 'downer', 'corruscating', 'commentary']",0
"['simply', 'many', 'ideas', 'floating', 'around', 'part', 'farce', 'part', 'sliding', 'doors', 'part', 'pop', 'video', 'yet', 'failing', 'exploit']",0
"['another', 'stale', 'kill', 'numbers', 'flick', 'complete', 'blade', 'thin', 'characters', 'terrible', 'pun', 'laden', 'dialogue']",0
"['distinguishes', 'time', 'favor', 'countless', 'thrillers', 'underlying', 'concern', 'consequences', 'words', 'complicated', 'emotions', 'fueling', 'terrorist', 'acts']",1
"['nt', 'mind', 'heartstrings', 'pulled', 'nt', 'treat', 'like', 'fool']",0
"['movie', 'accumulated', 'force', 'still', 'feels', 'like', 'ugly', 'knot', 'tightening', 'stomach']",0
"['least', 'one', 'scene', 'disgusting', 'viewers', 'may', 'hard', 'pressed', 'retain', 'lunch']",0
"['charm', 'spare', 'unlike', 'many', 'romantic', 'comedies', 'alienate', 'either', 'gender', 'audience']",1
"['operatic', 'sprawling', 'picture', 'entertainingly', 'acted', 'magnificently', 'shot', 'gripping', 'enough', 'sustain', 'minute', 'length']",1
"['giggle', 'minute']",1
"['uses', 'sharp', 'humor', 'insight', 'human', 'nature', 'examine', 'class', 'conflict', 'adolescent', 'yearning', 'roots', 'friendship', 'sexual', 'identity']",1
"['continued', 'good', 'chemistry', 'carmen', 'juni', 'keeps', 'slightly', 'disappointing', 'sequel', 'going', 'enough', 'amusing', 'banter', 'blessedly', 'curse', 'free', 'keep', 'kids', 'parents', 'entertained']",1
"['bored', 'care']",0
"['one', 'irritating', 'cartoons', 'see', 'year']",0
"['one', 'heck', 'character', 'study', 'hearst', 'davies', 'unique', 'relationship']",1
"['moves', 'quickly', 'adroitly', 'without', 'fuss', 'nt', 'give', 'time', 'reflect', 'inanity', 'cold', 'war', 'datedness', 'premise']",1
"['sorry', 'unable', 'get', 'full', 'brunt', 'comedy']",0
"['good', 'piece', 'work', 'often']",1
"['ideas', 'techno', 'saturation', 'far', 'novel', 'presented', 'wry', 'dark', 'humor']",1
"['charles', 'entertaining', 'film', 'chronicles', 'seinfeld', 'return', 'stand', 'comedy', 'wrap', 'legendary', 'sitcom', 'alongside', 'wannabe', 'comic', 'adams', 'attempts', 'get', 'shot', 'big', 'time']",1
"['exhilarating', 'futuristic', 'thriller', 'noir', 'minority', 'report', 'twists', 'best', 'technology', 'around', 'gripping', 'story', 'delivering', 'riveting', 'pulse', 'intensifying', 'escapist', 'adventure', 'first', 'order']",1
"['beautifully', 'observed', 'miraculously', 'unsentimental', 'comedy', 'drama']",1
"['film', 'hackneyed', 'message', 'helped', 'thin', 'characterizations', 'nonexistent', 'plot', 'pretentious', 'visual', 'style']",0
"['breezy', 'romantic', 'comedy', 'punch', 'good', 'sitcom', 'offering', 'exceptionally', 'well', 'detailed', 'characters']",1
"['someone', 'else']",0
"['coughs', 'sputters', 'postmodern', 'conceit']",0
"['lion', 'king', 'roaring', 'success', 'released', 'eight', 'years', 'ago', 'imax', 'seems', 'better', 'bigger']",1
"['almost', 'gags', 'gore']",0
"['marvel', 'like', 'none', 'seen']",1
"['trite', 'banal', 'cliched', 'mostly', 'inoffensive']",0
"['immersing', 'us', 'endlessly', 'inventive', 'fiercely', 'competitive', 'world', 'hip', 'hop', 'djs', 'project', 'sensational', 'revelatory', 'even', 'scratching', 'makes', 'itch']",1
"['movie', 'infectious', 'exuberance', 'engage', 'anyone', 'passing', 'interest', 'skatesurf', 'culture', 'la', 'beach', 'scene', 'imaginative', 'sometimes', 'illegal', 'ways', 'kids', 'make', 'playground', 'refuse', 'adults']",1
"['yakusho', 'shimizu', 'create', 'engaging', 'characterizations', 'imamura', 'lively', 'enjoyable', 'cultural', 'mix']",1
"['wild', 'surreal', 'stuff', 'brilliant', 'camera', 'kind', 'sits', 'lets', 'look', 'like', 'going', 'one', 'room', 'next', 'none', 'relation']",1
"['little', 'dread', 'apprehension', 'though', 'like', 'creepy', 'ideas', 'executed', 'anything', 'perfunctory', 'skill']",0
"['notion', 'bombing', 'buildings', 'funniest', 'thing', 'world', 'goes', 'entirely', 'unexamined', 'startlingly', 'unfunny', 'comedy']",0
"['good', 'car', 'chases', 'great', 'fight', 'scenes', 'distinctive', 'blend', 'european', 'american', 'asian', 'influences']",1
"['last', 'minutes', 'somewhat', 'redeeming', 'movie', 'teenage', 'american', 'road', 'trip', 'drek', 'seen', 'time', 'read', 'fart', 'jokes']",0
"['even', 'tedious', 'scenes', 'russian', 'ark', 'mesmerizing']",1
"['dogged', 'hollywood', 'naturalism', 'inexorable', 'passage', 'characters', 'toward', 'sainthood', 'windtalkers', 'nothing', 'sticky', 'sweet', 'soap']",0
"['generally', 'clockstoppers', 'fulfill', 'wildest', 'fantasies', 'different', 'kind', 'time', 'traveler', 'happily', 'killing', 'minutes']",1
"['something', 'akin', 'japanese', 'alice', 'looking', 'glass', 'except', 'seems', 'take', 'far', 'seriously']",1
"['oh', 'come']",0
"['moody', 'multi', 'dimensional', 'love', 'story', 'sci', 'fi', 'mystery', 'solaris', 'thought', 'provoking', 'haunting', 'film', 'allows', 'seeds', 'imagination', 'germinate']",1
"['special', 'effects', 'narrative', 'flow', 'much', 'improved', 'daniel', 'radcliffe', 'emotionally', 'assertive', 'time', 'around', 'harry', 'film', 'conjures', 'magic', 'author', 'jk', 'rowling', 'books']",1
"['clear', 'filmmakers', 'nt', 'sure', 'wanted', 'story', 'go', 'even', 'clear', 'lack', 'skills', 'get', 'us', 'undetermined', 'destination']",0
"['beguiling', 'belgian', 'fable', 'much', 'droll', 'delicate', 'little', 'film', 'touching', 'things', 'say', 'important', 'life']",1
"['even', 'rare', 'occasions', 'narrator', 'stops', 'yammering', 'miller', 'hand', 'often', 'feels', 'unsure']",0
"['chaiken', 'talent', 'lies', 'evocative', 'accurate', 'observation', 'distinctive', 'milieu', 'lively', 'convincing', 'dialogue', 'creates', 'characters']",1
"['sticky', 'sweet', 'sentimentality', 'clumsy', 'plotting', 'rosily', 'myopic', 'view', 'life', 'wwii', 'era', 'mississippi', 'delta', 'undermine', 'adaptation']",0
"['inspires', 'continuing', 'deeply', 'satisfying', 'awareness', 'best', 'movies', 'monumental', 'picture', 'shows']",1
"['featuring', 'dangerously', 'seductive', 'performance', 'great', 'daniel', 'auteuil', 'sade', 'covers', 'period', 'kaufmann', 'quills', 'unsettlingly', 'realistic', 'results']",1
"['gives', 'steady', 'pulse', 'life', 'beautiful', 'city', 'viewed', 'eyes', 'character', 'spite', 'tragic', 'loss', 'increasing', 'decrepitude', 'knows', 'bones', 'one', 'luckiest', 'men', 'alive']",1
"['actor', 'relate', 'search', 'inner', 'peace', 'dramatically', 'depicting', 'lives', 'others', 'onstage', 'esther', 'story', 'compelling', 'quest', 'truth']",1
"['bad', 'helping', 'hand', 'uses', 'stir', 'ingredients', 'also', 'heavy', 'one']",0
"['yes', 'dull']",0
"['jokes', 'work', 'fail', 'miserably', 'end', 'pumpkin', 'far', 'offensive', 'funny']",0
"['intriguing', 'documentary', 'emotionally', 'diluted', 'focusing', 'story', 'least', 'interesting', 'subject']",1
"['shaky', 'close', 'ups', 'turkey', 'rolls', 'stubbly', 'chins', 'liver', 'spots', 'red', 'noses', 'filmmakers', 'new', 'bobbed', 'draw', 'easy', 'chuckles', 'lead', 'nowhere']",0
"['inspirational', 'screenplay', 'mike', 'rich', 'covers', 'lot', 'ground', 'perhaps', 'much', 'ties', 'things', 'together', 'neatly', 'end']",1
"['ramsay', 'ratcatcher', 'remains', 'filmmaker', 'acid', 'viewpoint', 'real', 'gift', 'teasing', 'chilly', 'poetry', 'lives', 'settings', 'might', 'otherwise', 'seem', 'drab', 'sordid']",1
"['characters', 'interesting', 'often', 'creatively', 'constructed', 'figure', 'backstory']",1
"['unremittingly', 'awful', 'labeling', 'dog', 'probably', 'constitutes', 'cruelty', 'canines']",0
"['reggio', 'continual', 'visual', 'barrage', 'absorbing', 'well', 'thought', 'provoking']",1
"['adults', 'wish', 'movie', 'less', 'simplistic', 'obvious', 'clumsily', 'plotted', 'shallowly', 'characterized']",0
"['emerge', 'clearer', 'view', 'gears', 'justice', 'grind', 'death', 'report', 'comes', 'share', 'airtime', 'alongside', 'farm', 'report']",1
"['thanks', 'haynes', 'absolute', 'control', 'film', 'mood', 'buoyed', 'three', 'terrific', 'performances', 'far', 'heaven', 'actually', 'pulls', 'stylistic', 'juggling', 'act']",1
"['problem', 'film', 'lacks', 'focus']",0
"['belongs', 'daniel', 'day', 'lewis', 'much', 'belongs', 'martin', 'scorsese', 'memorable', 'performance', 'big', 'brassy', 'disturbing', 'unusual', 'highly', 'successful', 'film']",1
"['involves', 'two', 'mysteries', 'one', 'gives', 'away', 'featuring', 'badly', 'drawn', 'characters', 'outcome', 'hardly', 'matters']",0
"['tv', 'style', 'murder', 'mystery', 'big', 'screen', 'moments', 'including', 'one', 'seems', 'made', 'different', 'film', 'altogether']",0
"['numbers', 'patientdoctor', 'pic', 'covers', 'usual', 'ground']",0
"['stunning', 'lyrical', 'work', 'considerable', 'force', 'truth']",1
"['undisputed', 'nt', 'exactly', 'high', 'gripping', 'tidy', 'little', 'movie', 'takes', 'mr', 'hill', 'higher']",1
"['funny', 'perilously', 'slight']",1
"['cq', 'reflection', 'artists', 'love', 'cinema', 'self', 'suggests', 'nothing', 'less', 'new', 'voice', 'deserves', 'considered', 'possible', 'successor', 'best', 'european', 'directors']",1
"['even', 'nt', 'think', 'kissinger', 'guilty', 'criminal', 'activity', 'contemporary', 'statesmen', 'sure', 'make', 'courtroom', 'trial', 'great', 'fun', 'watch']",1
"['dazzling', 'complexity', 'disturbing', 'extraordinary', 'themes', 'piano', 'teacher', 'film', 'defies', 'categorisation']",1
"['literate', 'presentation', 'wonderfully', 'weaves', 'murderous', 'event', 'murderous', 'rage']",1
"['script', 'nt', 'good', 'even', 'someone', 'gifted', 'hoffman', 'actor', 'make', 'work']",0
"['ventually', 'every', 'idea', 'film', 'flushed', 'latrine', 'heroism']",0
"['cartoon', 'truly', 'cinematic', 'scope', 'story', 'compelling', 'heartfelt', 'even', 'heart', 'belongs', 'big', 'four', 'legged', 'herbivore']",1
"['dumb', 'importantly', 'scary']",0
"['detox', 'ultimately', 'pointless', 'endeavor']",0
"['rumor', 'angels', 'reveals', 'sudsy', 'tub', 'supernatural', 'hokum', 'even', 'ms', 'redgrave', 'noblest', 'efforts', 'redeem', 'hopeless', 'sentimentality']",0
"['exquisitely', 'crafted', 'acted', 'tale']",1
['bad'],0
"['showcases', 'carvey', 'talent', 'voices', 'nearly', 'enough', 'without', 'taxing', 'every', 'drop', 'one', 'patience', 'get', 'good', 'stuff']",0
"['light', 'years', 'several', 'warp', 'speeds', 'levels', 'levels', 'dilithium', 'crystals', 'better', 'pitiful', 'insurrection']",1
"['following', 'dreams', 'matter', 'parents', 'think']",1
"['overall', 'effect', 'less', 'like', 'children', 'movie', 'recruitment', 'film', 'future', 'hollywood', 'sellouts']",0
"['anchored', 'friel', 'williams', 'exceptional', 'performances', 'film', 'power', 'lies', 'complexity']",1
"['unlike', 'speedy', 'wham', 'bam', 'effect', 'hollywood', 'offerings', 'character', 'development', 'importantly', 'character', 'empathy', 'heart', 'italian', 'beginners']",1
"['sequel', 'much', 'big', 'britches']",0
"['harrison', 'flowers', 'puts', 'heart', 'right', 'place', 'brains', 'particular', 'place']",1
"['deadeningly', 'dull', 'mired', 'convoluted', 'melodrama', 'nonsensical', 'jargon', 'stiff', 'upper', 'lip', 'laboriousness']",0
"['dragonfly', 'atmosphere', 'tension', 'nothing', 'costner', 'flailing', 'away']",0
"['film', 'powerful', 'accessible', 'funny']",1
"['big', 'part', 'go', 'movies']",1
"['crackerjack', 'entertainment', 'nonstop', 'romance', 'music', 'suspense', 'action']",1
"['minor', 'figures', 'surrounding', 'bobby', 'form', 'gritty', 'urban', 'mosaic']",1
